City,Country,lat,long,temp,humidity,cloudiness,wind speed
Nola,IT,40.92,14.53,82.41800000000009,54,40,4.6
Kulhudhuffushi,MV,6.62,73.07,83.10200000000007,79,98,5.3
Conde,BR,-7.26,-34.91,75.2,83,40,5.1
Warmbad,NA,-28.45,18.73,74.46200000000006,16,0,4.56
Aklavik,CA,68.22,-135.01,50.0,81,20,2.1
Tonantins,BR,-2.87,-67.8,73.14800000000002,94,48,0.35
Siniscola,IT,40.57,9.69,84.2,45,20,5.7
Codrington,AU,-38.27,141.97,43.754000000000055,83,52,4.58
Vaini,TO,-21.2,-175.2,75.2,88,75,3.1
Cap-Haïtien,HT,19.76,-72.2,78.27800000000006,80,12,2.92
Dubti,ET,11.74,41.09,100.74199999999999,22,60,0.37
Rantauprapat,ID,2.1,99.83,76.766,91,37,0.92
Saint-Philippe,RE,-21.36,55.77,67.69400000000007,64,98,7.7
Koratagere,IN,13.52,77.23,77.684,88,75,6.2
Baraboo,US,43.47,-89.74,64.13000000000004,93,1,2.1
Ciudad Sabinas Hidalgo,MX,26.5,-100.17,75.25400000000005,87,4,1.15
Charters Towers,AU,-20.1,146.27,55.346000000000046,40,0,3.82
Ylivieska,FI,64.08,24.55,71.06000000000009,51,50,2.24
Giohar,SO,2.78,45.5,86.684,45,100,11.57
Arraial do Cabo,BR,-22.97,-42.03,69.8,73,0,6.7
Canto do Buriti,BR,-8.11,-42.94,77.03600000000007,53,0,5.37
Shubarshi,KZ,48.59,57.19,100.07600000000009,12,12,4.09
Viedma,AR,-40.81,-63.0,46.004000000000055,84,100,0.45
Sesheke,ZM,-17.48,24.3,62.6,24,0,5.1
Lata,PT,40.16,-8.33,99.82400000000001,23,0,0.89
Guánica,PR,17.97,-66.91,81.12200000000004,67,1,1.34
Yellowknife,CA,62.46,-114.35,55.94000000000002,71,75,3.1
Kawalu,ID,-7.38,108.21,74.408,91,99,1.58
Lindås,NO,60.74,5.16,56.33600000000007,99,100,1.79
New Norfolk,AU,-42.78,147.06,37.291999999999994,86,5,1.14
Butaritari,KI,3.07,172.79,83.15600000000003,77,28,6.77
Beyneu,KZ,45.32,55.2,105.31400000000004,9,26,1.31
Vestmannaeyjar,IS,63.44,-20.27,48.2,70,40,13.9
Narok,KE,-1.08,35.86,71.72600000000008,43,93,3.08
Surab,PK,28.49,66.26,91.74199999999999,17,48,1.5
Karratha,AU,-20.74,116.85,69.44000000000003,72,1,2.84
Itarema,BR,-2.92,-39.92,80.79800000000003,60,1,6.47
Iracoubo,GF,5.48,-53.2,79.30400000000006,84,81,3.83
Lebu,CL,-37.62,-73.65,52.93399999999999,89,99,6.26
Souillac,MU,-20.52,57.52,75.2,64,40,6.7
Kingsville,US,27.52,-97.86,78.0260000000001,88,75,1.59
Salinópolis,BR,-0.61,-47.36,80.83399999999999,84,85,4.28
Sterling,US,39.01,-77.43,74.93000000000004,83,1,4.6
Tadine,NC,-21.55,167.88,66.48800000000004,67,0,2.19
Cayenne,GF,4.93,-52.33,78.8,94,90,1.0
Walvis Bay,NA,-22.96,14.51,82.4,13,0,2.6
Wasilla,US,61.58,-149.44,56.588000000000044,71,75,2.1
Santa Isabel Rio Negro,BR,-0.41,-65.02,74.57000000000006,95,45,0.75
Taksimo,RU,56.34,114.88,59.12600000000009,68,100,1.38
Cherskiy,RU,68.75,161.3,45.464000000000034,78,24,4.75
Qaanaaq,GL,77.48,-69.36,43.80800000000001,62,96,5.42
Evanton,GB,57.66,-4.34,62.42000000000006,63,40,6.2
Narsaq,GL,60.92,-46.05,59.0,33,20,2.1
Hildburghausen,DE,50.43,10.73,69.06200000000005,52,31,0.89
San Patricio,MX,19.22,-104.7,78.29600000000005,86,95,1.71
San Buenaventura,MX,27.08,-101.53,80.99600000000005,69,6,1.17
Alyangula,AU,-13.85,136.42,66.2,82,41,3.75
Grindavik,IS,63.84,-22.43,44.6,81,90,14.9
Longview,US,32.5,-94.74,75.56000000000009,88,1,1.5
Shilka,RU,51.85,116.03,70.358,54,36,4.44
Cukai,MY,4.25,103.42,86.0,79,20,1.0
Shelburne,CA,44.08,-80.2,64.47200000000004,93,1,1.0
Oiã,PT,40.54,-8.54,99.44600000000005,23,0,0.89
Chu,KZ,43.6,73.76,98.51000000000008,14,92,7.69
Redmond,US,47.67,-122.12,59.45,89,99,1.49
Cabo San Lucas,MX,22.89,-109.91,75.41600000000001,72,62,0.45
Puerto Carreño,CO,6.19,-67.49,77.0,88,40,1.37
Owando,CG,-0.48,15.9,82.56200000000005,66,83,0.66
Buala,SB,-8.14,159.59,80.13200000000002,79,83,2.02
Rivadavia,AR,-33.19,-68.46,37.4,74,2,2.1
Broome,US,42.25,-75.83,66.79400000000007,93,90,3.1
Lüderitz,NA,-26.65,15.16,89.6,7,0,7.7
Arlit,NE,18.74,7.39,99.82400000000001,26,41,4.89
Fukuechō,JP,32.69,128.84,73.11200000000005,88,37,4.84
Nichinan,JP,31.6,131.37,73.4,88,75,1.0
Kaitangata,NZ,-46.28,169.85,41.0,80,87,0.89
Shimoda,JP,34.67,138.95,64.00400000000005,96,100,0.89
Tuy Hoa,VN,13.08,109.3,82.14800000000002,79,69,4.65
Chicama,PE,-7.84,-79.15,61.79000000000002,79,11,1.55
Makkah al Mukarramah,SA,21.43,39.83,108.14000000000001,12,17,7.95
Upata,VE,8.01,-62.4,74.60600000000002,88,64,2.2
Lichinga,MZ,-13.31,35.24,60.63800000000005,53,89,5.16
Camocim,BR,-2.9,-40.84,82.38200000000002,57,0,6.6
Touros,BR,-5.2,-35.46,75.2,83,75,3.1
Regeneração,BR,-6.24,-42.69,80.31200000000005,47,0,4.68
Prince Rupert,CA,54.32,-130.32,53.6,93,90,1.0
Guerrero Negro,MX,27.98,-114.06,64.74199999999999,91,0,3.03
Ormstown,CA,45.13,-74.0,64.67000000000006,85,97,2.27
Egvekinot,RU,66.32,-179.17,52.952000000000076,94,98,0.79
Waingapu,ID,-9.66,120.26,75.36200000000005,83,0,3.77
Ucluelet,CA,48.93,-125.55,55.004000000000055,90,49,2.56
Thompson,CA,55.74,-97.86,51.8,93,20,1.5
São Raimundo Nonato,BR,-9.02,-42.7,76.11800000000008,54,0,4.68
Tarakan,ID,3.3,117.63,80.97800000000007,76,67,3.96
Gwanda,ZW,-20.93,29.0,65.192,34,48,4.96
Carnarvon,AU,-24.87,113.63,60.8,72,0,4.6
Tasiilaq,GL,65.61,-37.64,48.2,66,20,1.5
Ketchikan,US,55.34,-131.65,55.4,93,90,2.1
Karasjok,NO,69.47,25.51,75.2,47,91,8.7
Grand Gaube,MU,-20.01,57.66,75.99199999999999,58,62,5.36
Vezirköprü,TR,41.14,35.45,78.8,50,40,9.3
Nanortalik,GL,60.14,-45.24,49.478000000000065,51,22,4.27
West Bay,KY,19.37,-81.42,81.87800000000007,83,20,2.1
Padang,ID,-0.95,100.35,80.52800000000006,77,42,1.24
Marabba,SD,12.35,32.18,93.41600000000001,38,15,6.69
Obo,CF,5.4,26.49,79.44800000000002,81,77,1.44
Tiarei,PF,-17.53,-149.33,73.20200000000008,94,20,1.5
Beldānga,IN,23.93,88.25,90.87800000000007,69,60,3.94
Döbrököz,HU,46.42,18.24,57.2,93,90,2.6
Oxelösund,SE,58.67,17.1,75.2,47,26,5.1
Haines Junction,CA,60.75,-137.51,47.19199999999999,85,100,1.7
Poum,NC,-20.23,164.02,69.94400000000007,59,0,5.6
Tsivil'sk,RU,55.86,47.47,68.0,56,75,4.0
Kapoeta,SS,4.77,33.59,87.13399999999999,42,100,3.76
Assiut,EG,27.18,31.18,89.6,31,0,6.7
Grand Baie,MU,-20.02,57.58,75.99199999999999,58,59,5.36
Biak,ID,-0.91,122.88,77.16200000000006,84,79,2.16
Esso,RU,55.93,158.7,54.75200000000008,83,100,1.51
Hargeisa,SO,9.56,44.06,82.04000000000002,39,90,9.49
Lakes Entrance,AU,-37.88,147.98,46.99400000000007,96,8,2.28
Nouakchott,MR,18.09,-15.98,82.4,58,27,3.1
Yerofey Pavlovich,RU,53.97,121.97,62.81600000000001,95,94,0.73
Nara,JP,34.69,135.8,74.35400000000006,94,75,2.6
Tsabong,BW,-26.02,22.4,68.70200000000008,19,0,3.94
Tomatlán,MX,19.93,-105.25,75.27200000000003,92,100,1.62
Batagay-Alyta,RU,67.8,130.41,51.458000000000006,85,100,0.88
Micheweni,TZ,-4.97,39.83,78.24199999999999,53,28,9.92
Cidreira,BR,-30.18,-50.21,57.38000000000004,93,86,0.57
Kasauli,IN,30.9,76.96,81.68000000000004,56,46,0.85
Kieta,PG,-6.22,155.63,79.71800000000009,78,66,2.95
Gouré,NE,13.98,10.27,89.00600000000003,57,18,4.92
Fairbanks,US,64.84,-147.72,55.22000000000006,93,90,1.22
Saint-Louis,SN,16.33,-15.0,87.8,62,92,2.09
Chapada dos Guimarães,BR,-15.46,-55.75,66.2,63,0,2.1
Krosno,PL,49.69,21.77,62.87000000000006,82,75,4.1
Sabang,ID,5.89,95.32,83.3,75,100,1.19
Provideniya,RU,64.38,-173.3,54.733999999999995,75,73,0.42
Soyo,AO,-6.13,12.37,77.52200000000003,68,62,3.83
Lorengau,PG,-2.02,147.27,82.72400000000002,71,78,2.43
Lubaczów,PL,50.16,23.12,65.26400000000004,81,100,2.24
Jiayuguan City,CN,39.82,98.3,65.73200000000001,48,65,2.16
Verkhnevilyuysk,RU,63.45,120.32,62.34800000000003,85,83,1.84
Pontian Kecil,MY,1.48,103.39,87.27800000000006,66,20,2.1
Yulara,AU,-25.24,130.99,50.0,27,0,1.25
Victor Harbor,AU,-35.57,138.62,54.35600000000003,68,84,0.45
Waddān,LY,29.16,16.14,107.83399999999999,11,0,8.52
Beringovskiy,RU,63.05,179.32,52.358000000000004,81,100,2.55
Hare Bay,CA,48.85,-54.01,51.38600000000007,76,20,2.1
Kosh-Agach,RU,50.0,88.67,71.74400000000007,40,2,2.49
Atar,MR,20.52,-13.05,98.87000000000006,23,0,2.33
Grand Forks,US,47.93,-97.03,59.86400000000003,82,20,1.5
Zhezkazgan,KZ,47.8,67.71,95.0,12,52,6.0
Puerto Madryn,AR,-42.77,-65.04,49.13600000000007,84,100,7.49
Kavaratti,IN,10.57,72.64,83.26400000000004,82,100,8.59
Newtownards,GB,54.59,-5.69,63.28399999999999,88,100,6.2
Saint-Augustin,CA,51.23,-58.65,67.94600000000005,43,96,1.33
San,ML,13.3,-4.9,85.49600000000005,57,61,1.68
Karpogory,RU,64.0,44.45,69.458,71,73,2.86
Kochubey,RU,44.39,46.58,88.39400000000008,46,84,8.76
Lompoc,US,34.64,-120.46,57.84800000000003,87,90,1.5
Rock Sound,BS,24.9,-76.2,82.92200000000004,78,56,7.87
Anamur,TR,36.08,32.84,89.6,55,20,3.6
Namatanai,PG,-3.67,152.43,80.40200000000007,77,54,1.55
Maceió,BR,-9.67,-35.74,69.8,88,75,1.5
Nosy Varika,MG,-20.58,48.53,70.95200000000008,60,32,5.75
Ponta Delgada,PT,37.73,-25.67,68.0,88,75,3.6
Teya,RU,60.38,92.63,55.22000000000006,64,100,4.27
San Rafael del Sur,NI,11.85,-86.44,75.2,88,40,2.1
Omsukchan,RU,62.53,155.8,46.43600000000007,90,37,0.91
Nyurba,RU,63.28,118.33,63.95,72,86,1.48
Half Moon Bay,US,37.46,-122.43,57.92000000000006,87,90,4.6
Kiszombor,HU,46.18,20.43,70.934,50,75,2.6
Szczecin,PL,53.43,14.55,73.23800000000004,60,40,1.5
Danilov,RU,58.19,40.17,68.0,68,75,4.0
Bougouni,ML,11.42,-7.48,83.84000000000002,62,86,3.08
Bafia,CM,4.75,11.23,79.21400000000003,76,94,1.44
Zorya,UA,45.99,29.7,80.816,36,29,4.81
Grand Island,US,40.92,-98.34,71.07800000000006,88,40,4.6
Buenos Aires,AR,-34.61,-58.38,49.80200000000008,81,62,3.1
Santa Cruz de la Sierra,BO,-17.8,-63.17,70.91600000000001,94,40,3.1
Krasnosel'kup,RU,65.7,82.47,63.37400000000001,52,79,6.96
Ajdabiya,LY,30.76,20.23,92.89400000000008,26,0,6.13
Mosquera,CO,4.71,-74.23,51.8,93,75,2.58
Gunjur,GM,13.2,-16.73,80.6,83,75,1.0
Geraldton,AU,-28.77,114.6,53.6,76,40,2.1
Basoko,CD,1.24,23.62,82.13000000000004,67,99,2.6
Vila Franca do Campo,PT,37.72,-25.43,68.0,88,75,3.6
Pevek,RU,69.7,170.31,42.062000000000054,93,91,2.48
East Wenatchee Bench,US,47.43,-120.28,69.8,46,1,5.7
Nabire,ID,-3.37,135.48,77.86400000000003,84,99,1.18
Aykhal,RU,66.0,111.5,62.6,59,75,3.0
Kabinda,CD,-6.13,24.48,87.54800000000003,22,68,3.3
Nouadhibou,MR,20.93,-17.03,75.2,78,20,5.7
Marawi,PH,8.0,124.29,75.99199999999999,88,97,3.58
Dondo,MZ,-19.61,34.74,71.29400000000007,64,40,8.2
Skovorodino,RU,53.98,123.92,65.94800000000002,94,86,1.87
Te Anau,NZ,-45.42,167.72,32.48600000000007,92,51,0.41
Dudinka,RU,69.41,86.18,55.4,58,75,8.0
Tuatapere,NZ,-46.13,167.68,34.05200000000008,90,6,1.42
Mogadishu,SO,2.04,45.34,78.8,74,40,6.7
Husavik,IS,66.04,-17.34,48.2,93,75,15.4
Puerto Escondido,MX,15.85,-97.07,78.04400000000007,73,75,1.94
Winnemucca,US,40.97,-117.74,64.4,27,1,1.5
Tinskoy,RU,56.15,96.92,60.74600000000005,61,65,4.21
Inhambane,MZ,-23.86,35.38,69.18800000000005,62,84,5.11
Mitsamiouli,KM,-11.38,43.28,78.458,66,67,4.14
Burnie,AU,-41.07,145.92,42.008,90,18,0.89
Ha Tinh,VN,18.33,105.9,91.38200000000002,54,34,3.91
Porto Belo,BR,-27.16,-48.55,60.728000000000065,93,20,2.18
Palmer,US,42.16,-72.33,61.412000000000056,88,90,1.5
Muzhi,RU,65.37,64.67,71.49199999999999,64,94,3.93
Kamenka,RU,51.32,42.77,80.99600000000005,33,99,0.45
Basco,PH,20.45,121.97,85.15400000000005,77,98,4.05
Laguna,US,38.42,-121.42,60.08000000000004,77,1,4.6
Moose Factory,CA,51.26,-80.61,66.2,82,90,6.2
Merritt,CA,50.11,-120.79,63.69800000000002,60,40,5.7
Mora,CM,11.05,14.14,86.0,70,20,2.6
Portland,US,45.52,-122.68,63.05,77,90,2.1
Mareeba,AU,-17.0,145.43,59.46800000000009,72,8,2.6
Nazrēt,ET,8.55,39.27,70.98800000000004,64,100,5.95
Gazli,UZ,40.13,63.45,104.46800000000009,8,46,4.01
Ust-Nera,RU,64.57,143.2,59.66600000000001,52,95,1.63
Puerto Lleras,CO,3.02,-73.4,70.7,94,68,0.39
Morondava,MG,-20.28,44.28,82.50800000000001,35,26,5.89
Isangel,VU,-19.55,169.27,71.99600000000005,80,73,3.79
Rapid City,US,44.08,-103.23,65.10200000000007,77,1,0.8
Iralaya,HN,15.0,-83.23,78.96200000000006,82,91,0.53
Saskylakh,RU,71.92,114.08,51.74600000000005,89,100,4.45
Verkhoyansk,RU,67.54,133.38,56.21000000000008,60,99,0.91
Mafra,BR,-26.11,-49.81,55.99400000000007,92,84,5.81
Cândido de Abreu,BR,-24.57,-51.33,63.08600000000007,77,51,1.13
Al Bardīyah,LY,31.76,25.09,83.22800000000007,57,4,9.09
Wittstock,DE,53.16,12.48,71.47400000000002,62,80,4.39
Muros,ES,42.78,-9.06,87.00800000000001,41,2,4.47
Caravelas,BR,-17.71,-39.25,73.56200000000005,64,62,3.24
Huarmey,PE,-10.07,-78.15,59.59400000000007,83,59,1.85
Antofagasta,CL,-23.65,-70.4,55.4,76,90,2.1
Djougou,BJ,9.71,1.67,78.8,74,75,3.6
Javorník,CZ,50.39,17.0,60.008,64,72,0.45
Maksi,IN,23.27,76.15,90.23000000000005,56,52,3.98
Bara,NG,10.37,10.73,83.46200000000006,65,98,5.21
Karla,EE,59.37,24.93,75.2,47,2,3.6
Mufumbwe,ZM,-13.68,24.8,71.22200000000004,30,17,5.33
Bhag,PK,29.04,67.82,115.25,16,1,3.87
Umluj,SA,25.02,37.27,88.61000000000008,61,0,4.92
Zambezi,ZM,-13.54,23.1,73.70600000000003,26,5,5.63
Quelimane,MZ,-17.88,36.89,73.20200000000008,69,75,1.5
Ventspils,LV,57.39,21.56,71.6,56,0,4.1
Sinnamary,GF,5.38,-52.95,79.7,83,81,3.73
Inuvik,CA,68.35,-133.72,50.0,81,20,2.1
Pushkino,RU,56.02,37.87,65.066,82,75,4.0
Chernyshevskiy,RU,63.01,112.47,59.63000000000004,63,78,1.74
Aquiraz,BR,-3.9,-38.39,78.8,69,34,6.2
Whitefish,US,48.41,-114.34,62.6,67,20,2.6
Faya,SA,18.39,42.45,85.1,28,72,5.7
Deputatsky,RU,69.3,139.9,43.19600000000005,69,25,5.98
Chui,UY,-33.7,-53.46,51.98000000000004,92,0,3.0
Talnakh,RU,69.49,88.4,55.4,58,75,8.0
Clyde River,CA,70.47,-68.59,44.6,87,1,6.7
Acapulco de Juárez,MX,16.86,-99.89,78.60200000000007,72,79,1.51
Itaituba,BR,-4.28,-55.98,77.0,88,20,1.03
Seoul,KR,37.57,126.98,80.042,65,1,2.11
Chapais,CA,49.78,-74.85,64.4,93,90,1.5
Linares,CL,-35.85,-71.6,49.694000000000074,86,100,5.0
Ossora,RU,59.24,163.07,54.28399999999999,94,90,0.87
Ganzhou,CN,28.82,115.43,84.61400000000003,77,99,1.86
Zaranj,AF,30.97,61.88,105.8,19,0,10.8
Nānākuli,US,21.39,-158.15,75.52400000000002,83,20,1.5
Chaiyaphum,TH,15.75,102.0,85.38800000000005,70,71,3.37
Oranjestad,AW,12.52,-70.03,82.4,78,20,8.2
Mago,RU,53.25,140.18,62.27600000000009,88,67,1.84
Rudnichnyy,RU,59.62,52.47,78.58399999999999,46,27,3.81
Mossamedes,AO,-15.2,12.15,88.142,19,11,2.22
Zhanakorgan,KZ,43.91,67.25,99.17600000000009,15,23,5.91
Zyryanka,RU,65.75,150.85,47.983999999999995,73,50,4.28
Pokhara,NP,28.23,83.98,78.692,84,98,1.14
Saint-Joseph,RE,-21.37,55.62,68.07200000000003,64,98,7.7
Andenes,NO,69.31,16.12,59.0,87,75,3.6
Vuktyl,RU,63.86,57.31,70.66400000000003,79,100,2.0
Hōjō,JP,33.98,132.78,75.61400000000003,88,40,2.6
Karachi,PK,24.91,67.08,93.2,59,90,15.4
Conceição do Araguaia,BR,-8.26,-49.26,75.2,69,9,2.1
Port Macquarie,AU,-31.43,152.92,55.004000000000055,88,45,6.04
Havøysund,NO,71.0,24.66,62.024000000000015,52,98,4.6
Piaçabuçu,BR,-10.41,-36.43,77.27000000000007,73,20,5.84
Esim,GH,4.87,-2.24,78.83600000000007,76,99,3.97
Upernavik,GL,72.79,-56.15,45.55400000000005,65,47,0.74
Pilar,BR,-9.6,-35.96,69.8,88,75,1.5
Kerema,PG,-7.96,145.78,77.558,88,100,5.53
Grand Falls,CA,47.05,-67.74,55.47200000000004,76,75,2.6
Kahului,US,20.89,-156.47,74.03000000000004,65,1,2.6
Homer,US,59.64,-151.55,56.04800000000002,82,90,1.5
Peruíbe,BR,-24.32,-47.0,67.1,83,80,1.33
Touba,CI,8.28,-7.68,71.54600000000005,86,99,3.2
Brétigny-sur-Orge,FR,48.61,2.31,72.158,56,75,2.6
Karabük,TR,41.2,32.63,78.8,61,75,5.1
Mount Gambier,AU,-37.83,140.77,48.2,81,67,4.1
Samarai,PG,-10.62,150.67,75.63200000000002,83,98,6.38
